Gene_Name,F-Statistic,p-value (ANOVA),Chi-Square Statistic,p-value (Chi-Squared Test),Correlation Coefficient,p-value (Pearson Correlation)
CTSL,8.572534924485463,8.079818990679183e-10,1.050546076094782,0.997908408104005,0.4300458810569585,1.2352916452813816e-09
DKC1_2,8.564347775878174,8.255595339568428e-10,1.0498262135984797,0.9979135453713929,-0.20816291815679677,0.004688028426582747
CIB1,8.56158008256536,8.315885378742561e-10,1.0495827736948302,0.9979152806981848,0.40292125722071975,1.5601420102605353e-08
SPTBN1_2,8.55309101645322,8.503591249260971e-10,1.0488358176992172,0.997920599052883,-0.3340026210657324,3.823770832340446e-06
CRHBP,8.549387610030385,8.586812382032852e-10,1.0485098225006222,0.9979229172139216,-0.2691209746541182,0.00022973331008919052
SEC23B_2,8.54063451204392,8.786787948638527e-10,1.04773900746673,0.9979283914076383,0.36304107075829123,4.397943489152951e-07
SLA_2,8.535007475460242,8.917818673828411e-10,1.0472432442616235,0.9979319069660629,0.28848620973525685,7.483657102017124e-05
MMP19_2,8.523452612326388,9.193096394128356e-10,1.0462246393307648,0.9979391171796235,0.3440790761556765,1.8500165719697044e-06
IFNGR1,8.507825526199333,9.57907553357591e-10,1.0448458149769164,0.9979488495523182,0.3159302970801927,1.3206838344563507e-05
FAM201A,8.503904370048163,9.678464768312708e-10,1.0445184830990475,0.9979511553423086,0.09647595223574638,0.193877899371931
ASGR2,8.49741876056054,9.845143240686193e-10,1.043926804739888,0.9979553186999961,0.32856564439920477,5.598497736134336e-06
IQGAP1,8.488884493445845,1.00688916188018e-09,1.0431726807527384,0.9979606166404202,0.37442631169252205,1.7734479020361487e-07
MNDA,8.481580311475994,1.0264459389293874e-09,1.042526914156917,0.9979651458007215,0.40018688336803493,1.989978036243678e-08
CD36,8.45099304640389,1.112592828765654e-09,1.039819285002791,0.9979840604931879,0.4206971963080955,3.0371238004217723e-09
HSP90B1_2,8.447514957975994,1.1228394490439333e-09,1.0395110522399111,0.9979862059888019,0.2265484445014727,0.0020431453383708475
MTF2,8.445290519856975,1.1294425999325428e-09,1.0393138823837145,0.9979875775888899,-0.33984485479258036,2.5178068424086425e-06
SSBP2,8.432407330249227,1.1684634695650466e-09,1.0381713699946034,0.9979955127092828,-0.4386048224233666,5.290496843923358e-10
PTPN18_2,8.399888356951799,1.2731149806988024e-09,1.035283166099561,0.9980154758173874,0.42366065901520417,2.290358914591056e-09
ZNF260,8.390271121458449,1.3058399942308668e-09,1.0344278079535214,0.9980213615415963,-0.28700145612804506,8.179690953130468e-05
IQGAP2,8.389351465582111,1.3090134528128817e-09,1.0343459850479073,0.9980219239326912,-0.3240612202700902,7.636048020956536e-06
LOC646762_2,8.366194212860213,1.3915376823180078e-09,1.0322840088331828,0.9980360600240562,-0.2247661786003119,0.0022208900039356397
PLEC,8.359657094603685,1.4157695493572007e-09,1.0317013544066522,0.9980400417863027,0.30795837940190846,2.225568807767727e-05
CD84,8.337166249039155,1.5024370292140196e-09,1.0296948075942953,0.9980537115006284,-0.11083423102971088,0.1352619561118748
DAPK1,8.325611951814109,1.5490218326009668e-09,1.0286628107125586,0.998060716310911,-0.29551142750884063,4.880240027329004e-05
GABRE,8.317568372093918,1.5823095340062986e-09,1.0283895791248905,0.9980625679831782,0.07627562324727805,0.304767591506569
OGDH_3,8.312252514916091,1.6047037775651138e-09,1.0274685950305926,0.9980688004280249,0.3103329550803758,1.908146852669214e-05
MTF2_3,8.309760691886774,1.6153108998688312e-09,1.0272457305970293,0.9980703065013684,-0.3446798983407394,1.770205074486312e-06
CYBB_2,8.302336826736303,1.6473335959353789e-09,1.02658153358758,0.9980747901957475,0.3558828329849757,7.648144395744448e-07
SRGAP2,8.29312626095062,1.6879545898064426e-09,1.0257570281078312,0.9980803460334572,0.3228608244033738,8.287620338656118e-06
CTD-2292M16.8,8.25998022690209,1.8426804159134607e-09,1.0227856949596892,0.9981002760652143,-0.42768620335738766,1.5542113537116744e-09
APMAP,8.259090151075494,1.8470269130293503e-09,1.022705814772097,0.9981008098724806,-0.17051385155094712,0.02101082191837017
AQP9,8.257862610399988,1.8530383148265862e-09,1.0225956409011177,0.998101545950057,0.2911139808786881,6.386020553933142e-05
KCNQ1,8.250094324625909,1.8915406481508386e-09,1.0218982149255698,0.998106200913286,0.323019187076514,8.198739588183162e-06
ZNF493,8.244316642937825,1.9206991157529677e-09,1.0213792683774856,0.9981096594901807,-0.3370583059692144,3.0763707702470303e-06
CD96_2,8.223076271926926,2.0318450449202916e-09,1.019469756272886,0.9981223480305466,-0.18510217393007283,0.012121947460103928
CLEC4G,8.219586826696068,2.0507151330045997e-09,1.0191557958391277,0.9981244286139936,0.3883916547124924,5.545483840484693e-08
FLJ30901,8.196332561052868,2.181063170332509e-09,1.0170616407643367,0.9981382655783119,0.2873349168611867,8.018280272121723e-05
SAR1A_2,8.181083434899197,2.2710444955388394e-09,1.01564465700418,0.9981475880136939,0.4425123200333272,3.5639216807715673e-10
IVNS1ABP_2,8.162396472612446,2.3864333778736e-09,1.0139996946799947,0.9981583697544743,0.047631207842735446,0.5219831385738902
SKAP2,8.14185890552319,2.520082328054278e-09,1.0121432779608315,0.9981704851900153,-0.05654516626736082,0.44707768442431955
SH2B3,8.135914859439538,2.560153705773051e-09,1.0116055120142504,0.9981739844496512,0.2938552537106721,5.4031882895123674e-05
IL13RA1,8.131831903204917,2.5880503056868684e-09,1.0112359974509308,0.9981763862045862,0.31113479983084796,1.8109859442961316e-05
MGST2,8.100195056364699,2.8148596098818162e-09,1.0083693821912179,0.998194944254878,0.1737809972262458,0.01863830623946577
KDELR2_3,8.095993587169877,2.846451785949574e-09,1.0079882298631064,0.9981974018865563,0.3751305157015241,1.6746387912128443e-07
TNFSF10_2,8.089763178918874,2.8939595973909943e-09,1.0074228169803106,0.9982010433413921,0.4146579520511637,5.352781857799332e-09
IRF5_2,8.086118903378022,2.9221175007499077e-09,1.0070919875689708,0.9982031716329515,0.1518744568173536,0.04013443557170214
CTSD,8.075367064538517,3.006812990923557e-09,1.0061154583824847,0.9982094436672675,0.18595043567058003,0.011726333854895804
C9orf43,8.07363566083403,3.020681327580477e-09,1.0059581388789045,0.998210452675757,-0.3200189328148967,1.0046562430048315e-05
MMP2_3,8.073380103570408,3.0227337656310785e-09,1.0059349167841782,0.9982106015831753,-0.09160299868347559,0.21746907664647688
STOM_2,8.06988245350138,3.0509659039329367e-09,1.0056170507123672,0.9982126389782474,-0.13728769912855604,0.06384613742705775
HMOX1,8.06011392749858,3.1312311676556128e-09,1.004728893019753,0.9982183231967486,0.33356315279594234,3.944511823779132e-06
CD59_2,8.05864295999641,3.1435007888365868e-09,1.0045951017286026,0.9982191783756086,-0.3704837230831227,2.4385132666880514e-07
ARHGEF10L,8.057053123476733,3.1568164335329532e-09,1.0044504839019097,0.9982201024365893,0.2645440937030527,0.0002959124116445588
ORC4_2,8.04768714912189,3.236423457714914e-09,1.003455323328422,0.9982264521833263,-0.130081436632365,0.07923941902169584
RABGGTA,8.043773327337247,3.270286136982424e-09,1.003241898163102,0.9982278119223903,0.31902614784088723,1.0740367675662437e-05
SLC7A7,8.042525406478564,3.2811581735503313e-09,1.0031282703040318,0.9982285355546462,0.33173681502920954,4.486214144867286e-06
MYC,8.030224961748353,3.3902905322479216e-09,1.0020077592911527,0.9982356605014566,-0.2884542864124038,7.498019443114643e-05
IMPDH1,8.02283820875241,3.4575788217785393e-09,1.0013344168731777,0.9982399324899126,0.279728624134385,0.00012555758542881457
ARHGEF11_2,8.018305019030688,3.499538166121719e-09,1.0009210266907236,0.9982425516694853,0.31755879645127,1.1849397789382298e-05
GADD45A,8.012615417755228,3.552928622296808e-09,1.0004020029290286,0.9982458363015518,-0.20807963211868022,0.004704995069980116
CD300LB,8.012140690040015,3.557420351868229e-09,1.0003586877673851,0.998246110228227,0.297649704329894,4.275253422336735e-05
SLC7A5,8.009910984681987,3.5785938606239258e-09,1.0001552262442928,0.9982473965296917,-0.09526110165067296,0.19957710325655367
CD74_2,7.99129667144938,3.760389447829089e-09,0.9984554721391685,0.9982581169860439,0.20034226499589905,0.006543330747093168
CD300LB_2,7.9909194561267824,3.764168205869257e-09,0.9984210049667961,0.9982583339012164,0.23708790070536506,0.0012314706816243493
HIP1_2,7.978934375428688,3.886242982829607e-09,0.9973254407543275,0.9982652189554337,0.17106695513470102,0.020591708787289133
GLO1,7.9759650514878855,3.917099254679088e-09,0.9970538763252619,0.998266922674444,-0.2365309764972739,0.0012655694089601045
WARS_2,7.966559860549711,4.0164747927454856e-09,0.9961933508534898,0.998272313707464,0.38137484452663556,1.0012888807363402e-07
FIG4,7.95360600545039,4.157520924178337e-09,0.9950072491340715,0.9982797253417957,0.3059840214989148,2.526797600251457e-05
MSANTD3_2,7.952976019579248,4.164506376291935e-09,0.994949538974415,0.9982800853937563,-0.37298679324809486,1.9931036349338517e-07
LOC102724814_2,7.944394548704364,4.260846867088743e-09,0.9941631853341829,0.9982849862248534,0.1219185812848955,0.10015101588292996
GIMAP1_3,7.934794016236483,4.371293731290824e-09,0.9932829122675985,0.9982904608967751,0.19462932616230968,0.008286887796571317
IER3,7.931298652131026,4.412218115830531e-09,0.992962280837008,0.9982924519809686,0.3086504088219119,2.128256939198559e-05
SIPA1,7.912869755119095,4.6344613649172835e-09,0.9913190567851339,0.9983026309750048,-0.09144734431045583,0.21825497502985974
EPB41L3,7.911791382311412,4.6478101473554e-09,0.991770530908043,0.9982998385119132,0.4228771001657849,2.4684502188528145e-09
LMO2,7.90818664539873,4.692713848636199e-09,0.9908403033565363,0.9983055886889964,-0.07393927613361594,0.3198624516363593
TOR1A_3,7.9080981098306875,4.6938222092364e-09,0.9908321683020784,0.9983056389160287,0.012180488987291443,0.870005415141826
APOBEC3G,7.906258845479042,4.7169074041588255e-09,0.9906631572511302,0.9983066821817045,0.004491840134644411,0.9518781369505799
LPP_3,7.90499897490985,4.732786461779831e-09,0.9905473749276505,0.9983073966216441,0.037729325865644765,0.6121013761405673
OAT,7.896052927107903,4.847100659747477e-09,0.9897249485529507,0.9983124654229549,0.1966774624457309,0.007619362705417119
LY96,7.894967250600211,4.861161708355289e-09,0.9896251065709305,0.9983130800541452,0.2714356165597353,0.00020178018606664477
SLC8A1_3,7.883610542424343,5.010734988128472e-09,0.9885802720078863,0.9983195027830556,0.24385441990041282,0.0008792501139809274
HDHD1,7.870573294003606,5.188171820431896e-09,0.9873798373639013,0.9983268610368579,0.36674010454639105,3.286704945639628e-07
S100A12,7.866360821562385,5.2468469689973275e-09,0.9869917383603496,0.998329235160412,0.3071922752940334,2.3381892020909142e-05
TLK1,7.865842366058252,5.254114568766094e-09,0.9869439649420065,0.9983295272437337,-0.330516152128385,4.886901408182875e-06
ARHGAP26,7.8627988655302925,5.2969828166858175e-09,0.9866634858828155,0.9983312413583121,0.29864894069893727,4.0174049895564675e-05
CCND2,7.853971760452747,5.423318954996529e-09,0.9857741402613328,0.9983366684172854,-0.17997609404277604,0.014771648587895831
NAIP,7.840339782698306,5.6244185309842855e-09,0.9845919463968378,0.9983438635458567,0.2740763684020938,0.00017377139878314225
MT1G,7.837052303847687,5.6740302851494046e-09,0.9842884581164476,0.9983457071609145,0.3615329785737649,4.947265920742361e-07
SIAH1,7.8351109486116215,5.703534443847911e-09,0.9841092074756786,0.9983467953940902,-0.331048581754894,4.70811969506326e-06
GPBAR1,7.824700930130551,5.864401317811564e-09,0.9831476205608589,0.9983526247204396,0.34745967340100153,1.4417666634874835e-06
HDAC2,7.813332001892183,6.04531688262256e-09,0.9820697786827575,0.9983591418287503,-0.05968941111460417,0.4221790862901397
IL13RA1_2,7.807989729216047,6.132262049235611e-09,0.9816025688715392,0.9983619612164765,0.3043014028907442,2.8134712438971467e-05
PDLIM5_2,7.797899920129868,6.299926707678705e-09,0.9806688587992652,0.9983675856294986,0.21803486728419857,0.0030261651096046937
FAM13A_4,7.793248293044755,6.3787726893390075e-09,0.9802381828352567,0.9983701753784583,-0.046195183757141066,0.5346216906999799
EHBP1L1_2,7.791589674899241,6.407126520212044e-09,0.9800845850636252,0.9983710983049419,0.20723453481561635,0.004880297454096804
DKC1,7.787754399393331,6.473177468103718e-09,0.9797293499904416,0.9983732314238021,-0.18184549275195439,0.013751855102058397
CRTAM,7.780209621914929,6.6051233450932075e-09,0.9790302600722198,0.998377423659074,0.2957190519730033,4.818144921509166e-05
TPP1_2,7.777221110302225,6.658134140295043e-09,0.9787532494336193,0.9983790827324261,0.3109507817422565,1.8328614472593662e-05
ESRRA,7.773053677571973,6.73277362951363e-09,0.978366868796847,0.9983813948769146,0.21266502790874797,0.003848708215971518
IRAK1_2,7.77231919274313,6.746015543038555e-09,0.9782987602375113,0.9983818022084662,0.248438017790831,0.0006961186471024973
ELMO1,7.768142169534917,6.821823168588328e-09,0.9779113616758642,0.9983841177388447,-0.4042799654763138,1.3813201339474891e-08
GLB1,7.7668056768286595,6.846259670374431e-09,0.9777873853310393,0.9983848582748651,0.3241085010933168,7.6114057830845136e-06
GUSB,7.766566966315565,6.85063354341507e-09,0.9777652407772777,0.9983849905239903,0.37387463191937087,1.8547358519840208e-07
ACPP,7.759122358813997,6.9884633717951924e-09,0.9774451441103816,0.9983869013280438,0.19590491162720342,0.007865319055420775
SCCPDH,7.757755959739868,7.014062909803807e-09,0.9769476158816454,0.9983898681846726,-0.24607405660639725,0.0007856513953226837
NRGN,7.755298805154952,7.06033584517408e-09,0.9767195150397064,0.9983912271258784,0.3348826467998609,3.5924692628231996e-06
RXRA,7.755216351993978,7.061893920937565e-09,0.9767118601468424,0.9983912727171028,0.4436838739566292,3.16273345351388e-10
NMT1,7.753260301750281,7.098958219797796e-09,0.976530249294461,0.9983923540968884,0.3059816798768018,2.527176682395988e-05
MYO18A,7.752412410241419,7.11508538564019e-09,0.9764515187316558,0.9983928227315445,-0.37084728472912326,2.3683618591901203e-07
ABCC4_3,7.7471519413984495,7.215969758402633e-09,0.9759629592504306,0.9983957287046503,0.021616224081578768,0.771472685175183
ARHGAP1,7.7462565451857985,7.233284550754649e-09,0.9758797830890575,0.9983962230762267,0.2890833550875501,7.219709659342281e-05
ZNF84,7.727590172391996,7.603938851605117e-09,0.9738363719319504,0.9984083352259984,-0.3279813658698477,5.830121781634405e-06
AGTRAP,7.721198820849619,7.735202726376991e-09,0.9735500426879045,0.9984100273263129,0.319283470587521,1.0556306287937953e-05
LMAN2,7.696026057296456,8.27479355355706e-09,0.9712056140908087,0.9984238350506165,0.23182643023080207,0.0015900144149599644
HSP90AB1_2,7.692846252793402,8.345600529278964e-09,0.9709091824581663,0.9984255749558237,-0.3148256841358755,1.4209948910187116e-05
LOC101929741,7.692275614575157,8.358371815719579e-09,0.9708559789465927,0.9984258870924405,0.2625879852216949,0.0003292724818486619
CD96,7.689852015170845,8.412833542992756e-09,0.9706299914307803,0.998427212446279,-0.17003140059627797,0.021382397016872105
STOM,7.682191406250408,8.587341572628206e-09,0.9699154364051008,0.9984313980093421,-0.12917474257203235,0.08137225298422601
GIMAP1_2,7.673012426004742,8.801250024488572e-09,0.9689843432398885,0.9984368403370512,0.22042045987140685,0.0027146672175432304
PLA2G15,7.654867675455309,9.24003180058624e-09,0.9673637413184972,0.9984462815820354,0.09364015070973032,0.20736908790726524
LYZ,7.649959262767132,9.36247291004847e-09,0.9669048543549188,0.99844894773039,0.41292165697391153,6.286986586936066e-09
VNN1_2,7.634254081490145,9.765337362029141e-09,0.9654355486584837,0.9984574630468397,0.09762353444783711,0.18860397001257326
RXRA_2,7.624755601531873,1.001742245791186e-08,0.9645461514004385,0.9984626016974522,0.3368652627132892,3.1191455897460743e-06
PDE4A,7.608785116130394,1.0456145666290524e-08,0.9630494458054899,0.9984712222886785,0.4063214560801824,1.149238447482778e-08
BST1,7.601574650259046,1.0660519725872737e-08,0.962373169069216,0.9984751063972317,0.3720139510413414,2.1560676746427213e-07
MARCKS_2,7.601197025924527,1.0671333408110558e-08,0.9623377421528165,0.998475309677781,0.37700596319209656,1.4365684848611065e-07
ARFGEF1,7.591454125826017,1.0954186541506598e-08,0.9614233943898652,0.9984805497101614,-0.19903836140882378,0.006909555849484642
CHST2,7.585308536533959,1.1136477601807247e-08,0.9608463332246922,0.9984838503325872,0.3858315394249451,6.890721488837202e-08
ATG13_2,7.58518750801395,1.1140098092561291e-08,0.9608349664099736,0.9984839152973349,-0.07463403216771808,0.31532390361281526
YES1,7.582380936835884,1.1224388368276397e-08,0.9605713511882182,0.9984854213940838,-0.17743144200871366,0.016265700462575455
TTC5,7.580067047234979,1.1294365040969466e-08,0.9603539745488412,0.9984866625355435,-0.38583557071315605,6.888375267608329e-08
HINT1_3,7.579183505959916,1.1321200947466168e-08,0.9602709618713688,0.9984871363209603,-0.3364227308528498,3.219347439390902e-06
OS9,7.573451515244392,1.1496867004104628e-08,0.9597322940582212,0.9984902081993294,0.20071704801888782,0.006441319651542236
APAF1,7.566854336613844,1.1702451285547837e-08,0.959112058880161,0.9984937398567271,0.26893769693494674,0.00023209405863150817
LOC101928343,7.565383044783535,1.1748803297932727e-08,0.9589736969892863,0.9984945269130556,0.19603512694841352,0.007823374664416313
AAK1,7.554624664822543,1.2093409148462892e-08,0.9579615449593103,0.9985002757279355,0.16355370702177044,0.02694791549847572
CAPG,7.550798964287133,1.221839174001828e-08,0.9576014426109225,0.99850231734574,0.2542075179401036,0.0005156090021211358
STS_3,7.542965104084481,1.2478394535268206e-08,0.9568637700515621,0.9985064935762606,0.22993364469464825,0.0017407337518683692
AL833181,7.536853942482612,1.268508733440678e-08,0.956236317206358,0.9985100394296172,-0.39336317399039544,3.617919430111544e-08
CEP57_2,7.530119157618147,1.2916871347661318e-08,0.955653281903375,0.9985133290161187,-0.2770916970187764,0.00014623956027572422
LSP1,7.5292961859822665,1.2945485785226219e-08,0.9555756961462019,0.9985137663870326,-0.15618369152505163,0.03474561395648271
SLC16A5_2,7.524418100837612,1.3116411430355926e-08,0.9551157244799166,0.9985163575268617,0.010265477226810892,0.8903029462757369
MARCKS_3,7.517573006088735,1.3360102000698638e-08,0.9544700180805538,0.9985199896515662,0.34582400719504164,1.6272089476181151e-06
DECR1,7.5170615433527095,1.3378492616743491e-08,0.9544217590294929,0.998520260861872,0.3119264009295485,1.7196648398839712e-05
CTSA,7.515906812902111,1.342010701530081e-08,0.9543127982706352,0.9985208730815543,0.20881044228436596,0.004557980324329478
SLPI,7.509647068524939,1.3647977668959773e-08,0.9537219769781938,0.9985241896697861,0.15428285591729868,0.03704200168021331
GFI1,7.490624575718456,1.4364656354268416e-08,0.95192500084768,0.9985342452159643,0.08073885659999035,0.277255270236788
ZBTB20,7.4901512375233965,1.4382965101355393e-08,0.9518802567355841,0.9985344949853527,-0.36935669511277974,2.6688545632280517e-07
SLC31A1,7.484123918159905,1.461816870007625e-08,0.9513103745075916,0.9985376735751976,0.39307476765244515,3.709392286116383e-08
KMO,7.481123327544147,1.4736701689377718e-08,0.9510265814502645,0.9985392546749696,0.31748305542579314,1.1909488199910127e-05
ACADVL,7.47511211014458,1.4977085901894563e-08,0.9504578708124619,0.9985424195563586,0.2806638446124089,0.00011890407505710399
BCL6,7.472807991030748,1.5070270023443743e-08,0.950239820153608,0.9985436317435705,0.3371123372005207,3.064498758824906e-06
ARHGEF11,7.464608375611131,1.5406646715399464e-08,0.9494635693223905,0.9985479413798345,0.34390543256584116,1.873714145599826e-06
HINT1_2,7.463265634511843,1.546244711308775e-08,0.9493364116075647,0.9985486464942006,-0.3221254590401338,8.712443813328902e-06
LRP10,7.462244210261577,1.550503086063047e-08,0.9492396748021684,0.9985491827589641,0.32083968007250485,9.505256811834263e-06
ARF4_2,7.458765082705791,1.5650966395535132e-08,0.9489101236452667,0.9985510086046999,0.3442280317961195,1.829916035237613e-06
LPCAT1,7.454684815290898,1.582388185618943e-08,0.9485235310633909,0.9985531484425396,0.31230775114846265,1.6772410132854204e-05
MAP4K5,7.453389925526127,1.587915868908121e-08,0.9484008217247866,0.9985538271935479,-0.19930972870247632,0.006831866619034294
CALM1_3,7.453043099324703,1.5893997169006782e-08,0.9483679531299719,0.9985540089643147,0.39128447876088746,4.328972087779618e-08
ELOVL6,7.443408510438322,1.6311832300572824e-08,0.9474545744255903,0.9985590537932179,0.14394461721766694,0.05189060800156843
BICD1,7.44154841612218,1.6393767210575094e-08,0.9472781642476911,0.9985600267382492,-0.3681736268023237,2.933011218582459e-07
KYNU,7.43855196790893,1.652663016369098e-08,0.946993935696285,0.9985615933652066,0.35000276201831537,1.1928987261944066e-06
FST,7.434152538998394,1.6723670025082183e-08,0.9465765214424612,0.9985638919401846,0.16913211428919578,0.022090175253893424
WDR49,7.4265876712240635,1.706803332635956e-08,0.9466480236866794,0.9985634983805133,0.13447121482841767,0.06954235109512845
DLEU1,7.410358861104765,1.7831092276035963e-08,0.9443168138999113,0.998576291073323,-0.1807899868638293,0.014319801481815109
ATP6V0B,7.408139806686738,1.7938067517669602e-08,0.944105880242981,0.9985774446578148,0.298402727013001,4.079544650848482e-05
FTH1,7.403527863813882,1.8162471286464546e-08,0.943667386301198,0.9985798406726756,0.35013296207825767,1.1813294706540615e-06
PRSS12,7.397793990540466,1.8445413677410004e-08,0.9432956971421559,0.9985818694504631,0.09581828380159603,0.19694831758452322
ATXN2,7.389483231061277,1.8863417496837494e-08,0.9423892609676968,0.9985868085506227,-0.40074948715231207,1.8931340154620172e-08
DNAJB4,7.370132150659268,1.987408074039832e-08,0.9404880470450441,0.9985971291584307,-0.2508675665605933,0.0006139803128454846
PIK3C2B,7.367855564712776,1.999651389970992e-08,0.9402710459482221,0.9985983037838606,-0.3822417043119925,9.314955398209331e-08
LEPROTL1,7.36741297851105,2.002040395174396e-08,0.9402288552893179,0.9985985320819886,-0.39252697628578087,3.889294202619856e-08
DNAJB9_3,7.36685011967673,2.005082766129782e-08,0.9401751974822082,0.998598822392633,-0.08989831037324654,0.22618649407859062
ATG7,7.365695189787532,2.011339999173609e-08,0.9400650905471307,0.9985994179848604,0.24747596787909656,0.0007313554471564814
KIAA0195,7.365551345168071,2.01212070378144e-08,0.9400513762974824,0.9985994921558441,-0.13895609627796443,0.06065606590225666
NASP,7.35806681465646,2.0531664342316597e-08,0.9393376087642779,0.9986033486579257,-0.40610880296143603,1.171538054875932e-08
IFNGR2,7.354166896944641,2.0748871347962178e-08,0.9389655448795368,0.9986053559898664,0.40297860424062054,1.552163394231401e-08
NPTN,7.349435923226361,2.101547454458524e-08,0.9385140618807261,0.9986077890963843,0.32971891947966425,5.166699348801635e-06
MBD2,7.348361510422043,2.1076499957417685e-08,0.9384115088084388,0.9986083413569136,0.34059214559187734,2.3852984372738026e-06
F3,7.342839491401081,2.139297267157938e-08,0.9378843106789323,0.9986111779717021,0.12209555164369262,0.09965541504078777
PLEKHB2_2,7.325695153995646,2.2406370175502035e-08,0.9362462307252899,0.9986199660201047,0.25422103729906037,0.000515242256307521
SVOPL,7.3212164406122024,2.2678983643705298e-08,0.9358179874353136,0.9986222570713167,-0.2551558062047722,0.0004904612318893532
S100P,7.3195521061538305,2.2781139020542427e-08,0.9356588143373655,0.9986231079522323,0.22138386062620727,0.0025973306995449525
SLC27A2,7.314443613193743,2.309759825203684e-08,0.9351701360385345,0.9986257179577367,-0.14590319581698502,0.048749446654998405
GAS7_2,7.311976048032797,2.3252040790314068e-08,0.9349340272881622,0.9986269777654937,0.14019779282313166,0.058367874604900914
SLC1A3_2,7.295541708633935,2.430753307082699e-08,0.9333604856524277,0.9986353531684258,0.3891853504042798,5.182422885351801e-08
ZNF548_2,7.29359976173115,2.4435401827725565e-08,0.9331835370644906,0.9986362927687393,-0.3145758284997966,1.4446630285313267e-05
JAK2_2,7.2899302154554375,2.4678878573319223e-08,0.9328227931279437,0.9986382069281564,0.11012005153027497,0.13781267000598305
RCN1,7.2876791593774115,2.482944561257549e-08,0.9326070388327711,0.9986393508556974,-0.28528928501121537,9.057530548169448e-05
SLC35G2,7.2792152061579,2.5403905722600753e-08,0.9317955049346088,0.998643647601074,-0.4577468569154729,7.275412501771811e-11
PAPSS2_3,7.27051019129136,2.600869940530321e-08,0.9309603639695789,0.9986480594465122,0.28726573873221606,8.051518268959138e-05
PDE4D_2,7.267753589536235,2.6203226337067327e-08,0.9306957968895271,0.9986494549992574,-0.2037528971917403,0.005665924877171667
CPT1A,7.2642987870308975,2.6449094668854155e-08,0.9302421520977,0.998651845570166,-0.31680701960915186,1.245875757676471e-05
IGF1R,7.262640122215789,2.65679615142176e-08,0.9302048946042591,0.9986520417746292,-0.18212385103546552,0.01360540351598205
EPHX1,7.262492723681353,2.6578550710464278e-08,0.9301907415078979,0.9986521163020841,0.22672382012327455,0.002026374043904019
SLC27A2_2,7.2596053927296,2.678683776794646e-08,0.9299134731509721,0.9986535757636937,-0.15812934704752776,0.03252111009233683
GALNT3,7.256072690944553,2.7043918946644555e-08,0.9295741552016347,0.9986553603361991,0.07163264805585756,0.33523290750245094
PNPLA6,7.232506994475021,2.8823617463845983e-08,0.9273085407445182,0.9986672335991802,0.301586424001564,3.341555314235516e-05
FES,7.231596454612079,2.8894701486042162e-08,0.9272209271869993,0.998667691275384,0.17023441932884434,0.021225349676073268
ACP1_3,7.227814628062392,2.9191836048884718e-08,0.92685697504508,0.9986695913167325,-0.22231069522029204,0.002488807214160168
CHST15,7.226535574819258,2.9293025069454585e-08,0.9267338611299059,0.9986702336145952,0.32910299033473306,5.393213011813141e-06
WARS,7.222697323948639,2.9598804558428768e-08,0.9263643491052824,0.9986721600972076,0.3264048320068145,6.50133810697564e-06
AP2S1,7.2142716391092465,3.028137312012842e-08,0.9255528570405414,0.9986763840441023,0.4403570122567332,4.434365198459428e-10
TAGLN_2,7.189540964875748,3.2377792372881685e-08,0.9231682747469658,0.9986887419071776,0.3910676695030506,4.410436698619e-08
LAPTM5_2,7.179414781194384,3.327782886442014e-08,0.9221907109208343,0.9986937846783097,0.33783107381000355,2.9106624555851158e-06
CTNNBIP1,7.173197023254285,3.3842922102002185e-08,0.9221471154722146,0.9986940092499529,-0.29624340340061883,4.6646154970035394e-05
NEDD9,7.167437443106016,3.4374995540404556e-08,0.9210335561144447,0.998699736355235,0.31003027515097503,1.9460870667288744e-05
WASIR1,7.161660194651795,3.4917167203080653e-08,0.9204750617211294,0.9987026021140012,-0.2875411365021868,7.919959564261227e-05
CEBPD,7.159277777957973,3.5143248359438245e-08,0.9202446852825881,0.9987037829409362,0.39349754231334133,3.5760468156186636e-08
TNFSF10,7.150628376389304,3.597650551443177e-08,0.9194079807128271,0.998708065276787,0.39877252088614284,2.2549689822612607e-08
SMAD3_3,7.148814448050605,3.615376281655057e-08,0.9192324458345471,0.9987089624261876,0.19862429193096165,0.007029616074565278
DGKG,7.146589275678495,3.637240889055742e-08,0.9190170845391082,0.9987100625319069,0.015272053059136452,0.8374214649705952
LOC100506585,7.12945094140588,3.8101679393027006e-08,0.9173572541944708,0.9987185193019212,0.2331532708471675,0.001491569667680243
DPY19L4,7.129019702738951,3.8146243759811706e-08,0.9173154637562017,0.9987187317214569,-0.37003975751855994,2.5268806651366137e-07
EMP3,7.115128730998744,3.961017463776028e-08,0.9159686507857675,0.9987255643724448,0.4074729860584115,1.0354117980759356e-08
SPOCK1,7.112326035519043,3.9912335272299445e-08,0.9186777885937846,0.9987117943907188,0.3345487818133485,3.678609197647604e-06
ARSB_3,7.11016064278035,4.014737676295405e-08,0.9154866500905992,0.9987280034617387,0.23154215518240195,0.0016118629100178188
ZNF253,7.108542888621355,4.0323884512829e-08,0.9153296608141583,0.9987287971770042,-0.1751679586755949,0.01770364534605063
SGSH,7.103663029246306,4.086105874862751e-08,0.9152265209638942,0.9987293184489501,0.28291673580032795,0.00010420524400017951
